ap_Age,ap_Education,ap_YearsOfExperience,ap_TechnicalScore,ap_InterviewScore,ap_PreviouEmployment,em_Age,em_Education,em_YearsOfExperience,em_TechnicalScore,em_InterviewScore,em_PreviouEmployment,Suitable
46,1,28,30,9,Yes,53,2,16,46,4,Yes,No
41,5,22,30,3,Yes,59,2,9,84,3,Yes,No
37,4,9,30,8,Yes,25,2,22,74,7,Yes,No
52,2,18,30,9,Yes,55,2,9,22,8,Yes,No
32,4,6,30,3,Yes,24,1,26,69,7,Yes,No
24,3,3,30,2,No,45,1,11,76,2,Yes,No
38,3,18,30,6,Yes,54,1,33,10,4,Yes,No
37,4,8,30,1,Yes,51,1,15,3,6,Yes,No
49,4,31,30,9,Yes,35,3,13,2,8,Yes,No
24,3,6,30,2,Yes,41,3,32,83,9,Yes,No
26,2,6,40,4,Yes,50,2,39,11,4,Yes,No
24,2,1,40,4,Yes,34,2,20,84,1,Yes,No
50,3,32,30,9,Yes,31,3,21,10,4,Yes,No
25,1,7,30,9,Yes,45,2,39,69,3,Yes,No
24,3,6,30,5,Yes,56,3,28,23,3,Yes,No
30,4,1,30,5,Yes,51,3,21,7,5,Yes,No
34,2,6,30,2,Yes,51,3,25,40,6,Yes,No
31,4,9,30,4,Yes,30,2,13,91,4,Yes,No
35,2,9,30,3,Yes,31,3,18,84,3,Yes,No
31,4,13,40,9,Yes,43,1,34,78,4,Yes,No
27,4,6,30,8,No,47,2,39,92,8,Yes,No
37,3,17,30,2,Yes,32,3,10,62,5,Yes,No
20,3,1,30,2,Yes,39,1,3,49,1,Yes,No
42,4,10,30,9,Yes,38,3,24,56,3,Yes,No
43,4,21,30,7,Yes,46,1,18,67,7,Yes,No
38,1,8,30,1,Yes,28,2,20,72,8,Yes,No
43,5,10,30,4,Yes,38,3,35,79,9,Yes,No
48,4,21,30,6,Yes,39,3,0,44,7,Yes,No
44,4,10,30,7,Yes,55,1,6,99,1,Yes,No
34,3,8,30,3,Yes,26,2,37,57,8,Yes,No
27,1,5,30,2,No,18,3,20,10,2,Yes,No
21,1,3,30,4,Yes,21,1,2,34,5,Yes,No
44,4,26,30,2,Yes,45,1,33,83,4,Yes,No
22,1,3,40,7,No,25,2,6,21,7,Yes,No
33,4,6,30,4,No,37,3,18,19,3,Yes,No
32,4,6,30,8,Yes,46,1,20,70,2,Yes,No
30,3,1,40,7,Yes,25,3,38,77,1,Yes,No
53,1,18,40,8,Yes,18,3,29,66,2,Yes,No
34,5,10,30,4,Yes,51,1,30,7,2,Yes,No
45,4,5,30,2,Yes,52,2,14,41,3,Yes,No
26,3,3,30,3,Yes,27,3,34,57,9,Yes,No
37,3,10,30,3,Yes,51,2,23,76,7,Yes,No
29,2,6,30,3,Yes,24,3,16,69,7,Yes,No
35,4,17,30,3,Yes,40,1,30,74,4,Yes,No
33,3,15,40,3,Yes,52,1,16,3,9,Yes,No
54,4,16,30,9,Yes,31,2,30,39,9,Yes,No
36,2,13,30,8,Yes,29,2,38,4,4,Yes,No
27,4,5,30,9,No,44,3,24,67,3,Yes,No
20,1,1,30,7,Yes,37,2,37,30,9,Yes,No
33,3,10,30,7,Yes,27,3,36,41,3,Yes,No
35,3,1,30,1,Yes,44,1,34,14,1,Yes,No
23,3,5,30,4,Yes,19,1,37,96,1,Yes,No
25,3,4,40,7,No,19,2,26,23,4,Yes,No
38,4,8,40,9,No,52,1,36,18,3,Yes,No
29,4,10,30,3,Yes,54,1,11,37,3,Yes,No
48,1,12,30,7,Yes,38,2,6,49,3,Yes,No
27,1,6,40,5,Yes,19,2,32,96,5,Yes,No
37,2,4,30,8,Yes,56,3,29,58,2,Yes,No
50,1,20,30,8,Yes,38,1,35,95,3,Yes,No
34,3,9,30,6,Yes,27,3,36,1,6,Yes,No
24,2,4,30,4,Yes,19,1,26,48,8,Yes,No
39,4,20,30,7,Yes,27,2,24,31,7,Yes,No
32,3,10,30,7,Yes,50,1,16,12,3,Yes,No
50,2,18,30,4,Yes,58,1,22,82,3,Yes,No
38,4,10,30,9,No,28,3,19,42,8,Yes,No
27,2,9,30,9,Yes,58,2,9,28,9,Yes,No
32,2,10,30,8,Yes,27,2,20,37,6,Yes,No
47,4,20,30,4,Yes,37,2,13,54,5,Yes,No
40,4,20,40,3,Yes,35,2,5,17,8,Yes,No
53,3,32,30,5,Yes,51,2,15,2,7,Yes,No
41,4,23,30,5,Yes,31,3,23,83,1,Yes,No
60,4,10,30,9,Yes,33,1,12,52,6,Yes,No
27,2,9,40,6,Yes,19,3,1,26,3,Yes,No
41,3,22,30,1,Yes,44,3,20,67,6,Yes,No
50,4,4,30,7,Yes,33,3,14,19,4,Yes,Yes
28,2,10,30,7,Yes,52,2,4,6,1,Yes,No
36,3,10,30,1,Yes,45,3,7,57,9,Yes,No
38,3,10,30,8,Yes,46,3,4,48,7,Yes,No
44,3,9,30,9,Yes,51,2,19,83,3,Yes,No
47,3,28,30,8,Yes,37,1,20,19,4,Yes,No
30,5,10,40,3,Yes,20,1,10,11,1,Yes,No
29,3,1,30,1,Yes,35,2,14,12,2,Yes,No
42,3,7,30,6,Yes,51,1,3,37,2,Yes,No
43,3,7,30,2,Yes,53,3,8,61,6,Yes,No
34,2,10,30,2,Yes,37,1,8,70,4,Yes,No
23,1,5,30,6,Yes,42,3,28,33,6,Yes,No
39,3,12,30,2,Yes,42,3,33,40,5,Yes,No
56,3,30,30,5,Yes,19,2,23,69,4,Yes,No
40,1,5,40,9,No,43,3,0,15,9,Yes,No
27,3,9,30,5,Yes,43,2,1,35,2,Yes,No
29,3,2,30,6,Yes,36,2,2,84,5,Yes,No
53,3,19,30,5,Yes,26,2,35,30,4,Yes,No
35,4,16,30,9,Yes,51,2,8,87,8,Yes,No
32,4,10,30,7,Yes,30,1,27,32,4,Yes,No
38,5,6,30,6,Yes,25,3,17,84,8,Yes,No
34,5,7,30,7,Yes,33,2,18,55,3,Yes,No
52,4,34,30,4,Yes,48,1,29,35,5,Yes,No
33,4,10,30,8,Yes,45,2,39,57,2,Yes,No
25,1,6,40,3,Yes,51,1,21,61,5,Yes,No
45,2,9,30,3,No,30,3,14,76,4,Yes,No
23,1,2,30,8,Yes,32,2,29,14,6,Yes,No
47,2,8,30,1,Yes,19,1,28,99,1,Yes,No
34,3,6,40,6,Yes,39,3,18,52,3,Yes,No
55,3,24,30,1,Yes,36,3,23,27,3,Yes,No
36,4,10,30,4,Yes,46,2,27,55,1,Yes,No
52,4,5,30,1,No,22,3,37,7,7,Yes,No
26,2,5,30,2,Yes,31,3,16,89,6,Yes,No
29,3,11,30,6,Yes,25,2,36,34,7,Yes,No
26,3,6,30,1,Yes,35,1,24,46,4,Yes,No
34,4,10,30,3,Yes,21,3,4,2,6,Yes,No
54,4,9,30,5,Yes,27,3,33,51,9,Yes,No
27,1,5,30,3,No,55,3,35,57,4,Yes,No
37,1,6,30,8,No,25,2,21,75,5,Yes,No
38,4,17,30,3,Yes,43,1,38,65,9,Yes,No
34,4,6,30,7,Yes,47,1,20,37,4,Yes,No
35,4,3,30,1,Yes,30,2,19,6,6,Yes,No
30,3,7,40,7,Yes,38,1,25,32,2,Yes,No
40,2,8,40,8,Yes,41,1,34,17,6,Yes,No
34,2,6,30,9,Yes,57,1,19,23,4,Yes,No
42,3,24,30,9,Yes,58,3,31,38,9,Yes,No
23,3,1,40,5,Yes,21,3,11,48,9,Yes,No
24,3,1,30,6,Yes,43,2,0,1,9,Yes,No
52,4,9,40,9,Yes,47,3,15,94,3,Yes,No
50,3,30,30,9,Yes,23,1,11,8,8,Yes,No
29,2,1,30,7,Yes,58,3,36,36,6,Yes,No
33,3,14,30,7,No,39,2,29,45,5,Yes,No
33,3,6,30,1,Yes,19,3,21,5,4,Yes,No
47,2,26,30,9,Yes,40,3,16,15,5,Yes,No
36,3,10,30,8,No,26,1,27,87,3,Yes,No
29,2,10,40,8,Yes,19,2,4,63,8,Yes,No
58,4,40,30,2,Yes,52,1,2,20,6,Yes,No
35,4,7,30,9,Yes,44,1,31,91,6,Yes,No
42,2,8,30,1,Yes,35,1,35,87,2,Yes,No
28,4,5,30,5,Yes,18,1,39,52,8,Yes,No
36,3,8,30,2,Yes,33,3,8,64,2,Yes,No
32,3,14,30,9,Yes,57,3,38,11,6,Yes,No
40,4,10,30,5,Yes,34,2,11,6,7,Yes,No
30,3,12,40,9,Yes,28,2,7,41,8,Yes,No
45,3,1,30,3,Yes,55,3,27,65,4,Yes,No
42,3,10,30,9,Yes,37,2,18,92,6,Yes,No
38,3,13,30,1,Yes,24,3,12,18,7,Yes,No
34,4,6,30,1,Yes,49,3,13,62,3,Yes,No
49,3,9,30,9,Yes,23,1,30,38,4,Yes,No
55,1,12,30,6,Yes,33,1,32,92,8,Yes,No
43,2,22,40,5,Yes,39,2,18,5,1,Yes,No
27,1,9,30,5,Yes,28,3,39,39,7,Yes,No
35,3,17,40,3,Yes,32,3,13,59,1,Yes,No
28,4,8,40,4,Yes,25,1,9,28,3,Yes,No
34,2,4,30,5,No,59,1,6,68,4,Yes,No
26,2,8,30,1,Yes,28,1,39,37,7,Yes,No
27,3,0,30,1,Yes,57,2,21,18,7,Yes,No
51,4,29,30,4,Yes,59,1,38,84,3,Yes,No
44,3,10,30,6,Yes,35,1,17,60,8,Yes,No
25,1,6,30,3,Yes,52,1,9,72,7,Yes,No
33,3,9,40,8,Yes,19,1,22,41,8,Yes,No
35,1,6,30,9,Yes,39,1,39,60,8,Yes,No
36,2,18,30,4,Yes,48,1,32,98,9,Yes,No
32,4,8,30,1,Yes,38,1,35,62,9,Yes,No
30,4,10,30,6,Yes,59,2,15,58,8,Yes,No
53,2,35,30,9,Yes,18,3,1,80,3,Yes,No
45,3,18,30,3,Yes,27,2,19,36,5,Yes,No
32,2,9,30,8,Yes,56,2,27,69,8,Yes,No
52,4,31,40,5,Yes,20,3,18,49,3,Yes,No
37,4,9,30,3,Yes,26,1,30,59,8,Yes,No
28,2,6,30,6,Yes,33,1,13,8,9,Yes,No
22,2,4,40,3,Yes,37,1,21,61,9,Yes,No
44,4,10,40,3,Yes,53,2,21,16,2,Yes,No
42,1,8,30,9,Yes,20,3,32,49,3,Yes,No
36,3,6,40,3,No,34,2,27,63,6,Yes,No
25,1,5,30,1,Yes,25,3,9,13,8,Yes,No
35,3,17,40,4,Yes,20,3,9,11,2,Yes,No
35,4,10,30,7,Yes,34,3,14,79,2,Yes,No
32,3,4,30,4,No,27,3,18,26,1,Yes,No
25,1,5,30,8,Yes,21,2,16,94,6,Yes,No
49,3,7,30,4,Yes,44,3,26,3,7,Yes,No
24,1,6,30,5,No,45,2,0,39,4,Yes,No
32,2,10,30,4,Yes,56,3,25,72,9,Yes,No
38,3,3,30,6,No,58,2,31,81,7,Yes,No
42,3,17,30,7,Yes,18,1,21,22,8,Yes,No
31,4,8,30,6,Yes,18,1,15,51,9,Yes,No
29,3,5,30,3,Yes,27,3,27,29,5,Yes,No
53,3,28,30,1,Yes,27,3,34,54,8,Yes,No
35,3,16,30,5,Yes,27,2,1,78,6,Yes,No
37,2,10,30,7,Yes,30,3,28,13,5,Yes,No
53,4,33,30,7,Yes,54,3,21,60,5,Yes,No
43,3,12,30,2,Yes,51,3,22,13,5,Yes,No
47,2,8,40,4,No,44,2,27,1,7,Yes,No
37,2,10,30,4,Yes,34,3,19,71,3,Yes,No
50,4,31,30,4,Yes,39,2,36,38,1,Yes,No
39,3,13,30,9,Yes,48,3,35,68,3,Yes,No
33,2,7,30,2,Yes,47,3,35,82,6,Yes,No
32,4,1,40,3,Yes,23,3,15,51,4,Yes,No
29,1,8,30,4,Yes,57,2,18,26,3,Yes,No
44,2,8,30,3,Yes,49,2,33,60,6,Yes,No
28,4,4,30,7,Yes,58,1,39,64,6,Yes,No
58,1,3,30,6,Yes,33,1,25,18,4,Yes,No
43,3,4,40,9,Yes,58,1,34,86,2,Yes,No
20,3,2,30,7,Yes,44,2,22,43,7,Yes,No
21,1,1,30,5,Yes,36,3,0,21,8,Yes,No
36,1,17,30,5,No,32,3,3,37,8,Yes,No
47,4,3,30,5,Yes,52,1,17,9,7,Yes,No
22,1,4,30,1,No,41,1,20,95,2,Yes,No
41,4,10,30,3,Yes,58,3,3,10,3,Yes,No
39,3,8,40,2,Yes,20,2,37,91,5,Yes,No
27,3,1,30,2,Yes,30,3,25,23,1,Yes,No
34,3,1,30,3,Yes,39,2,9,27,2,Yes,No
42,2,10,30,3,Yes,33,2,9,93,7,Yes,No
33,4,6,30,6,Yes,53,3,21,30,1,Yes,No
58,3,24,30,9,Yes,31,1,22,49,2,Yes,No
31,4,13,30,1,Yes,21,1,32,81,3,Yes,No
35,1,10,40,3,Yes,28,3,8,33,5,Yes,No
49,2,29,30,6,Yes,58,2,9,29,6,Yes,No
48,4,13,30,8,Yes,27,1,29,64,4,Yes,No
31,2,9,30,2,Yes,26,2,17,54,7,Yes,No
36,4,8,30,7,Yes,47,2,17,10,6,Yes,No
38,3,15,30,5,Yes,42,3,12,88,2,Yes,No
32,3,5,40,3,Yes,35,2,29,53,9,Yes,No
25,2,1,30,1,Yes,35,3,35,91,3,Yes,No
40,4,11,30,7,Yes,31,1,34,58,4,Yes,No
26,3,7,30,2,Yes,42,3,4,63,6,Yes,No
41,3,20,30,3,Yes,48,3,37,58,9,Yes,No
36,4,16,40,1,Yes,42,2,17,32,3,Yes,No
19,3,1,30,1,Yes,40,3,30,27,8,Yes,No
20,3,1,30,6,Yes,51,3,14,74,9,Yes,No
31,3,10,30,7,No,52,2,7,32,4,Yes,No
40,4,3,30,7,Yes,53,1,37,17,7,Yes,No
32,4,8,30,3,Yes,20,3,38,27,1,Yes,No
36,1,16,30,8,Yes,36,3,25,27,8,Yes,No
33,3,6,30,3,No,18,3,29,58,2,Yes,No
37,4,17,30,7,Yes,37,1,13,3,1,Yes,No
45,2,9,30,5,Yes,22,3,38,49,7,Yes,No
29,3,3,30,2,Yes,50,2,33,85,3,Yes,No
35,3,5,30,8,Yes,25,3,28,30,1,Yes,No
52,2,26,30,6,Yes,25,2,3,46,4,Yes,No
58,3,7,40,6,Yes,18,1,30,86,1,Yes,No
53,2,22,30,4,Yes,48,1,15,18,7,Yes,No
30,2,10,30,4,Yes,33,1,37,45,4,Yes,No
38,3,6,30,9,Yes,53,1,28,11,7,Yes,No
35,4,12,30,8,Yes,30,3,2,84,4,Yes,No
39,5,9,30,4,No,51,3,5,83,4,Yes,Yes
40,3,22,30,3,Yes,38,2,0,3,1,Yes,No
47,4,20,30,3,Yes,51,2,30,45,6,Yes,No
36,4,12,30,2,Yes,55,2,37,92,8,Yes,No
31,2,4,40,9,No,33,2,10,81,2,Yes,No
29,3,3,40,3,Yes,49,1,2,34,1,Yes,No
33,1,5,30,1,Yes,44,2,3,3,6,Yes,No
45,4,8,30,8,Yes,24,1,15,12,2,Yes,No
50,2,32,40,7,Yes,25,1,20,19,2,Yes,No
33,4,6,30,8,Yes,31,3,32,4,8,Yes,No
41,3,21,30,9,Yes,22,2,28,91,6,Yes,No
27,4,4,30,5,Yes,39,2,24,70,6,Yes,No
45,2,9,30,8,Yes,26,1,35,53,3,Yes,No
47,2,9,30,8,Yes,37,3,12,37,8,Yes,No
30,3,7,30,6,Yes,20,3,8,62,8,Yes,No
50,3,22,30,2,Yes,31,1,25,25,4,Yes,No
38,1,3,30,4,No,57,1,29,31,7,Yes,No
46,2,13,30,3,Yes,19,1,12,16,9,Yes,No
24,1,5,30,6,Yes,59,1,35,38,4,Yes,No
35,4,5,40,3,Yes,44,1,4,61,9,Yes,No
31,1,4,30,8,Yes,18,1,39,16,3,Yes,No
18,2,0,30,4,Yes,43,2,5,93,2,Yes,No
54,3,22,30,7,Yes,59,3,28,90,8,Yes,No
35,4,16,30,3,Yes,20,2,20,26,4,Yes,No
30,2,9,30,4,No,51,3,27,99,6,Yes,No
20,3,1,30,9,Yes,52,2,3,62,3,Yes,Yes
30,3,4,30,2,No,55,2,0,12,3,Yes,No
26,2,8,30,3,Yes,44,1,3,32,3,Yes,No
22,1,4,30,8,Yes,41,2,28,8,3,Yes,No
48,3,19,30,3,Yes,30,3,11,3,3,Yes,Yes
48,4,27,30,6,Yes,59,1,13,3,8,Yes,No
41,2,8,30,8,Yes,18,1,24,32,7,Yes,No
39,1,21,30,5,Yes,47,2,1,71,8,Yes,No
27,4,4,30,5,No,49,1,13,71,4,Yes,No
35,3,3,40,2,Yes,53,1,35,90,8,Yes,No
42,2,21,30,8,Yes,24,3,32,59,1,Yes,No
50,3,8,30,6,Yes,45,3,30,58,9,Yes,No
59,3,30,30,9,Yes,59,1,21,52,7,Yes,No
37,2,15,30,2,Yes,25,3,14,95,8,Yes,No
55,4,17,30,7,Yes,49,3,24,8,6,Yes,No
41,1,21,40,9,Yes,21,2,0,57,6,Yes,No
38,4,19,30,4,Yes,25,1,13,26,1,Yes,No
26,2,7,30,8,Yes,50,1,9,46,2,Yes,No
52,1,33,30,1,Yes,58,2,26,55,1,Yes,Yes
44,3,23,30,6,Yes,57,2,19,3,1,Yes,No
50,3,19,30,6,No,32,2,23,84,6,Yes,No
36,4,18,30,3,Yes,58,2,28,82,9,Yes,No
39,3,21,30,4,Yes,24,3,20,2,4,Yes,No
33,1,3,30,6,No,39,2,8,87,4,Yes,No
45,2,26,30,9,Yes,43,3,15,12,9,Yes,No
32,4,10,30,1,Yes,50,3,16,80,2,Yes,No
34,4,16,30,5,No,45,1,28,49,1,Yes,No
59,2,14,30,5,Yes,24,3,23,27,5,Yes,No
45,4,6,30,1,Yes,42,3,12,62,2,Yes,No
53,3,30,30,6,Yes,45,2,8,32,1,Yes,No
36,3,9,30,9,Yes,25,2,35,87,4,Yes,No
26,3,6,30,3,Yes,18,2,2,19,4,Yes,No
34,4,1,30,7,Yes,34,1,17,74,6,Yes,No
28,1,1,40,4,Yes,49,3,4,13,3,Yes,No
38,4,8,30,3,Yes,35,1,1,77,7,Yes,No
50,4,29,30,2,Yes,25,2,13,36,1,Yes,No
37,3,8,30,5,Yes,38,1,32,85,1,Yes,No
40,3,8,30,9,Yes,32,3,32,6,3,Yes,No
26,1,5,30,7,Yes,32,2,39,14,2,Yes,No
46,4,23,30,3,Yes,57,3,20,50,9,Yes,No
54,4,13,30,6,Yes,42,3,11,62,4,Yes,No
56,3,18,30,8,Yes,52,1,29,85,4,Yes,No
36,5,15,30,7,No,27,1,14,18,3,Yes,No
55,1,31,30,2,Yes,55,1,38,23,5,Yes,No
43,3,18,30,9,Yes,22,2,38,17,6,Yes,No
20,3,2,30,8,Yes,34,2,21,96,2,Yes,No
21,3,1,30,3,Yes,18,3,28,59,3,Yes,No
46,4,19,40,5,Yes,21,2,10,29,8,Yes,No
51,4,18,30,2,Yes,37,2,6,10,4,Yes,No
26,2,6,30,4,Yes,58,3,15,4,1,Yes,No
30,3,7,30,4,No,38,2,5,92,2,Yes,No
41,2,10,30,8,Yes,51,3,25,67,3,Yes,No
38,1,20,30,3,No,36,2,35,13,2,Yes,No
40,4,14,40,2,Yes,27,3,19,66,9,Yes,No
27,5,3,30,7,Yes,21,2,31,30,1,Yes,No
55,1,23,30,6,Yes,33,3,19,37,5,Yes,No
28,3,10,30,2,Yes,20,3,33,25,7,Yes,No
44,2,24,30,8,Yes,19,1,1,58,9,Yes,No
33,3,9,30,2,Yes,18,1,2,87,9,Yes,No
35,3,9,40,8,No,35,1,27,72,5,Yes,No
33,4,14,40,5,Yes,22,2,7,68,9,Yes,No
28,2,4,30,8,Yes,27,2,23,65,3,Yes,No
34,1,7,30,4,No,44,1,5,77,6,Yes,No
37,4,8,30,2,Yes,24,1,1,59,4,Yes,No
25,1,7,30,7,Yes,30,2,31,4,3,Yes,No
26,3,1,40,5,Yes,42,3,7,58,5,Yes,No
33,3,5,40,7,Yes,38,3,1,92,9,Yes,No
42,2,23,30,9,No,49,1,25,17,3,Yes,No
28,3,1,30,9,Yes,53,1,36,57,5,Yes,No
50,4,5,30,6,Yes,48,3,2,97,6,Yes,No
33,3,4,30,8,No,26,1,22,73,7,Yes,No
48,4,27,40,6,Yes,59,1,32,12,4,Yes,No
45,4,15,30,2,Yes,37,2,11,55,8,Yes,No
52,4,18,30,3,Yes,54,3,8,60,5,Yes,No
38,4,9,30,9,No,30,3,1,30,3,Yes,No
29,4,11,40,6,Yes,56,2,26,36,4,Yes,No
28,3,10,30,3,No,59,2,36,11,1,Yes,No
46,1,23,30,8,Yes,41,2,34,51,4,Yes,No
38,2,10,30,3,Yes,52,1,23,4,1,Yes,No
43,3,18,30,4,Yes,23,3,36,7,3,Yes,No
39,3,21,30,9,Yes,36,3,24,67,6,Yes,No
40,3,21,30,1,Yes,28,1,7,3,7,Yes,No
21,1,2,30,8,Yes,18,3,2,88,1,Yes,No
39,3,9,30,5,Yes,32,2,10,59,8,Yes,No
36,4,18,40,1,Yes,37,2,38,15,9,Yes,No
31,3,3,30,1,No,56,1,13,32,3,Yes,No
28,1,6,30,9,No,22,2,28,45,3,Yes,No
35,2,5,30,9,Yes,42,1,30,55,3,Yes,No
49,4,22,30,7,Yes,46,1,32,1,2,Yes,No
34,2,5,30,9,Yes,53,3,6,87,7,Yes,No
29,3,8,30,6,No,35,1,17,23,2,Yes,No
42,3,16,30,9,Yes,23,3,23,86,3,Yes,No
29,1,10,30,9,Yes,43,3,38,66,1,Yes,No
38,3,7,30,4,Yes,34,1,13,42,9,Yes,No
28,3,3,30,3,Yes,55,3,17,4,3,Yes,No
18,1,0,30,1,Yes,27,1,39,99,8,Yes,No
33,4,6,30,3,No,53,2,33,73,6,Yes,No
41,4,6,30,2,Yes,39,1,5,70,9,Yes,No
31,3,2,30,1,Yes,42,2,32,64,7,Yes,No
37,2,9,30,5,Yes,41,1,34,35,5,Yes,No
27,3,4,30,2,Yes,25,2,18,50,8,Yes,No
34,1,6,40,1,Yes,52,2,24,80,5,Yes,No
35,4,6,30,3,Yes,19,1,26,86,4,Yes,No
29,1,11,30,3,Yes,52,2,19,1,2,Yes,No
40,4,20,30,5,Yes,59,1,7,92,6,Yes,No
42,3,22,30,7,No,52,2,29,91,4,Yes,No
42,4,9,30,2,Yes,21,3,12,81,8,Yes,No
24,3,6,40,2,Yes,56,2,27,37,1,Yes,No
28,1,1,30,2,Yes,27,3,1,53,1,Yes,No
26,4,8,40,7,Yes,58,2,28,63,2,Yes,No
40,2,16,30,1,Yes,21,3,31,3,5,Yes,No
35,3,15,30,3,Yes,30,3,13,58,7,Yes,No
34,3,14,40,2,No,53,2,13,92,1,Yes,No
35,4,2,30,7,Yes,41,2,36,24,9,Yes,No
43,3,7,30,3,Yes,32,1,11,71,1,Yes,No
32,1,1,30,2,Yes,48,1,14,5,6,Yes,No
56,4,28,30,1,Yes,48,1,14,50,3,Yes,No
29,1,10,30,8,Yes,41,1,11,52,2,Yes,No
19,2,1,40,9,Yes,35,1,21,98,7,Yes,No
45,3,7,30,6,Yes,24,1,36,36,4,Yes,No
37,3,14,30,3,Yes,34,3,32,8,3,Yes,No
20,3,2,30,5,Yes,23,2,22,42,2,Yes,No
44,4,6,30,2,Yes,34,1,37,44,9,Yes,No
53,2,26,30,6,Yes,46,3,7,80,9,Yes,No
29,1,6,30,6,No,31,1,25,92,6,Yes,No
22,4,1,30,8,No,28,1,30,40,4,Yes,No
46,3,28,40,7,Yes,33,3,36,21,6,Yes,No
44,3,6,30,9,Yes,52,3,33,52,9,Yes,No
33,3,5,30,6,Yes,53,1,13,45,9,Yes,No
41,2,5,30,4,Yes,29,3,0,77,9,Yes,No
30,4,8,30,2,Yes,54,1,16,24,8,Yes,No
40,4,5,30,1,Yes,22,2,38,82,6,Yes,No
50,3,32,40,4,Yes,49,1,23,91,4,Yes,No
28,4,6,30,9,Yes,56,2,35,5,6,Yes,No
46,2,25,30,2,Yes,53,3,39,12,8,Yes,No
35,4,15,30,2,Yes,45,3,8,41,5,Yes,No
24,2,1,30,9,Yes,33,3,21,67,7,Yes,No
33,3,10,30,8,Yes,54,1,25,43,9,Yes,No
36,4,7,30,4,Yes,38,2,38,16,9,Yes,No
30,4,10,30,9,Yes,26,2,21,74,7,Yes,No
44,4,20,40,8,Yes,20,3,28,78,3,Yes,No
20,3,2,30,4,Yes,26,3,37,11,6,Yes,No
46,4,12,30,3,Yes,26,2,5,15,8,Yes,No
42,5,10,30,5,Yes,35,2,8,9,4,Yes,No
60,4,12,30,4,No,31,1,13,3,1,Yes,No
32,3,2,40,3,Yes,22,3,5,43,8,Yes,No
32,2,10,30,1,Yes,53,3,19,73,6,Yes,No
36,3,17,40,9,Yes,29,1,21,68,9,Yes,No
33,3,15,30,2,No,59,2,37,57,2,Yes,No
40,3,7,30,8,Yes,44,1,10,31,3,Yes,No
25,4,5,30,5,No,20,1,36,83,2,Yes,No
30,3,12,40,2,No,35,3,7,50,7,Yes,No
42,5,20,30,9,Yes,42,3,2,98,2,Yes,No
35,2,16,30,4,Yes,35,1,24,9,4,Yes,No
27,3,9,30,1,Yes,59,2,26,23,6,Yes,No
54,4,33,30,2,Yes,59,3,3,52,6,Yes,No
44,1,10,30,3,Yes,24,2,14,26,8,Yes,No
19,3,1,40,1,Yes,52,3,35,90,5,Yes,No
54,3,36,30,2,Yes,19,1,27,44,7,Yes,No
31,2,6,30,4,Yes,43,1,30,81,4,Yes,No
31,3,10,30,4,Yes,48,3,12,45,4,Yes,No
59,3,13,30,4,Yes,59,1,7,79,9,Yes,No
43,3,25,30,8,Yes,23,1,10,53,3,Yes,No
49,2,23,30,8,Yes,55,3,34,16,9,Yes,No
36,3,12,30,9,Yes,21,2,28,17,6,Yes,No
48,2,7,30,9,Yes,53,2,16,29,4,Yes,No
27,2,5,30,6,Yes,42,3,17,83,4,Yes,No
29,3,6,30,1,Yes,59,1,8,91,3,Yes,No
48,3,25,30,7,Yes,28,2,17,53,6,Yes,No
29,3,9,30,9,Yes,48,3,35,81,4,Yes,No
34,3,2,30,7,No,22,1,25,82,5,Yes,No
44,3,26,30,9,Yes,30,1,7,12,7,Yes,No
33,5,10,30,1,No,41,3,22,67,9,Yes,No
19,3,1,30,5,Yes,52,1,15,7,3,Yes,No
23,2,1,40,2,Yes,59,2,0,84,5,Yes,No
25,1,1,30,7,Yes,51,1,2,70,2,Yes,No
26,2,8,40,1,Yes,19,2,2,62,9,Yes,No
45,3,26,30,1,Yes,28,3,33,62,8,Yes,No
55,1,34,30,9,Yes,47,1,0,11,6,Yes,No
21,2,2,40,5,Yes,46,1,37,68,7,Yes,No
46,2,26,30,6,Yes,28,1,7,94,5,Yes,No
34,3,4,30,6,No,57,3,8,86,6,Yes,No
51,3,31,40,6,Yes,23,2,21,73,4,Yes,No
59,4,25,30,9,Yes,44,1,31,67,6,Yes,No
34,3,15,30,3,Yes,25,2,1,49,2,Yes,No
28,4,5,30,8,No,39,2,10,39,7,Yes,No
44,2,26,30,2,Yes,47,3,37,89,1,Yes,No
34,3,14,30,4,Yes,21,3,5,85,1,Yes,No
35,1,4,30,2,No,45,2,23,1,6,Yes,No
42,4,18,30,6,Yes,56,3,23,95,2,Yes,No
43,4,23,30,4,Yes,29,3,1,19,1,Yes,No
36,4,18,30,6,Yes,49,2,38,60,4,Yes,No
44,3,10,30,8,Yes,24,3,7,47,1,Yes,No
28,3,2,30,8,Yes,28,3,17,3,1,Yes,No
51,2,8,30,7,No,28,2,34,3,5,Yes,No
30,2,10,30,6,Yes,31,3,30,81,3,Yes,No
29,3,10,30,7,Yes,19,1,36,81,9,Yes,No
25,3,2,30,2,Yes,23,2,10,42,3,Yes,No
32,3,10,30,9,Yes,24,2,30,88,1,Yes,No
45,3,22,40,9,Yes,58,2,38,23,5,Yes,No
39,4,21,30,2,Yes,53,2,18,83,7,Yes,No
58,4,2,30,5,Yes,41,2,20,60,1,Yes,No
